Qf,Time,X,Y,Alpha,Temp(degC)
540,1.5,0,1.84,0.03364818114,36.26549353
540,1.5,0,1.86,0.03364668907,36.26474338
540,1.5,0,1.88,0.03364531497,36.2640499
540,1.5,0,1.9,0.03364405883,36.2634131
540,1.5,0,1.92,0.03364292065,36.26283296
540,1.5,0,1.94,0.03364190045,36.2623095
540,1.5,0,1.96,0.03364099821,36.26184271
540,1.5,0,1.98,0.03364021393,36.26143259
540,1.5,0,2,0.03363954569,36.26107914
540,2,0,0.02,0.05478837951,41.79488382
540,2,0,0.04,0.05476937697,41.78891234
540,2,0,0.06,0.054750555,41.78299667
540,2,0,0.08,0.05429701232,41.7771368
540,2,0,0.1,0.05471345275,41.77133275
540,2,0,0.12,0.05469517248,41.7655845
540,2,0,0.14,0.05467707277,41.75989206
540,2,0,0.16,0.05465915363,41.75425542
540,2,0,0.18,0.05464141505,41.7486746
540,2,0,0.2,0.05462385704,41.74314958
540,2,0,0.22,0.0546064796,41.73768037
540,2,0,0.24,0.05458928272,41.73226696
540,2,0,0.26,0.0545722664,41.72690936
540,2,0,0.28,0.05455543065,41.72160757
540,2,0,0.3,0.05453877547,41.71636159
540,2,0,0.32,0.05452230086,41.71117141
540,2,0,0.34,0.05450600681,41.70603704
540,2,0,0.36,0.05448989332,41.70095848
540,2,0,0.38,0.0544739604,41.69593573
540,2,0,0.4,0.05445820805,41.69096878
540,2,0,0.42,0.05444263626,41.68605764
540,2,0,0.44,0.05442724504,41.68120231
540,2,0,0.46,0.05441203438,41.67640278
540,2,0,0.48,0.05439700429,41.67165906
540,2,0,0.5,0.05438215477,41.66697115
540,2,0,0.52,0.05436753165,41.66233905
540,2,0,0.54,0.05435305706,41.65776246
540,2,0,0.56,0.0543387743,41.65324159
540,2,0,0.58,0.05432467259,41.64877643
540,2,0,0.6,0.05431075193,41.64436698
540,2,0,0.62,0.05429701232,41.64001324
540,2,0,0.64,0.05428345376,41.63571521
540,2,0,0.66,0.05473346447,41.63147289
540,2,0,0.68,0.05425687978,41.62728629
540,2,0,0.7,0.05424386436,41.6231554
540,2,0,0.72,0.05423102999,41.61908021
540,2,0,0.74,0.05421837667,41.61506074
540,2,0,0.76,0.05420590439,41.61109698
540,2,0,0.78,0.05419361317,41.60718893
540,2,0,0.8,0.05418150299,41.60333659
540,2,0,0.82,0.05416957386,41.59953997
540,2,0,0.84,0.05415782578,41.59579905
540,2,0,0.86,0.05414625875,41.59211385
540,2,0,0.88,0.05413487277,41.58848436
540,2,0,0.9,0.05412366783,41.58491058
540,2,0,0.92,0.05411264395,41.58139251
540,2,0,0.94,0.05410180111,41.57793015
540,2,0,0.96,0.05409113932,41.5745235
540,2,0,0.98,0.05408065858,41.57117257
540,2,0,1,0.05407035888,41.56787734
540,2,0,1.02,0.05406022894,41.56463783
540,2,0,1.04,0.0540502794,41.5614539
540,2,0,1.06,0.05404051653,41.55832563
540,2,0,1.08,0.05403093225,41.55525303
540,2,0,1.1,0.05402152655,41.5522361
540,2,0,1.12,0.05401229943,41.54927483
540,2,0,1.14,0.0540032509,41.54636923
540,2,0,1.16,0.05399438095,41.5435193
540,2,0,1.18,0.05398568958,41.54072503
540,2,0,1.2,0.0539771768,41.53798643
540,2,0,1.22,0.0539688426,41.5353035
540,2,0,1.24,0.05396068698,41.53267623
540,2,0,1.26,0.05395270995,41.53010464
540,2,0,1.28,0.05394491149,41.5275887
540,2,0,1.3,0.05393729163,41.52512844
540,2,0,1.32,0.05392985034,41.52272384
