T_Bottom,Time,X,Y,Temp(degC)
100,3.5,50,1.66,99.65777038
100,3.5,50,1.68,99.65463023
100,3.5,50,1.7,99.6515022
100,3.5,50,1.72,99.64838628
100,3.5,50,1.74,99.64528247
100,3.5,50,1.76,99.64219079
100,3.5,50,1.78,99.63604375
100,3.5,50,1.8,99.6329884
100,3.5,50,1.82,99.62994517
100,3.5,50,1.84,99.62691406
100,3.5,50,1.86,99.62389505
100,3.5,50,1.88,99.62088817
100,3.5,50,1.9,99.61789339
100,3.5,50,1.92,99.61491073
100,3.5,50,1.94,99.61194019
100,3.5,50,1.96,99.60898176
100,3.5,50,1.98,99.60603544
100,3.5,50,2,99.60310124
100,4,50,0.02,100
100,4,50,0.04,99.99333423
100,4,50,0.06,99.98677493
100,4,50,0.08,99.98032209
100,4,50,0.1,99.97397571
100,4,50,0.12,99.9677358
100,4,50,0.14,99.96160234
100,4,50,0.16,99.95557536
100,4,50,0.18,99.94965483
100,4,50,0.2,99.94384077
100,4,50,0.22,99.93813317
100,4,50,0.24,99.93253203
100,4,50,0.26,99.92703736
100,4,50,0.28,99.92164915
100,4,50,0.3,99.9163674
100,4,50,0.32,99.91119211
100,4,50,0.34,99.90612329
100,4,50,0.36,99.90116093
100,4,50,0.38,99.89630504
